path,SkimSeek_ID,ProjectID,IID,NewID
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170209-44957860.vcf.gz,170209-44957860,ThermoWesSSK,170209,ThermoWesSSK_170209
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170211-44957861.vcf.gz,170211-44957861,ThermoWesSSK,170211,ThermoWesSSK_170211
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170212-44957862.vcf.gz,170212-44957862,ThermoWesSSK,170212,ThermoWesSSK_170212
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170214-44957863.vcf.gz,170214-44957863,ThermoWesSSK,170214,ThermoWesSSK_170214
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170216-44957864.vcf.gz,170216-44957864,ThermoWesSSK,170216,ThermoWesSSK_170216
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170217-44957865.vcf.gz,170217-44957865,ThermoWesSSK,170217,ThermoWesSSK_170217
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170218-44957866.vcf.gz,170218-44957866,ThermoWesSSK,170218,ThermoWesSSK_170218
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170219-44957867.vcf.gz,170219-44957867,ThermoWesSSK,170219,ThermoWesSSK_170219
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170220-44957868.vcf.gz,170220-44957868,ThermoWesSSK,170220,ThermoWesSSK_170220
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170221-44957869.vcf.gz,170221-44957869,ThermoWesSSK,170221,ThermoWesSSK_170221
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170222-44957870.vcf.gz,170222-44957870,ThermoWesSSK,170222,ThermoWesSSK_170222
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170223-44957871.vcf.gz,170223-44957871,ThermoWesSSK,170223,ThermoWesSSK_170223
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170224-44957872.vcf.gz,170224-44957872,ThermoWesSSK,170224,ThermoWesSSK_170224
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//170225-44957873.vcf.gz,170225-44957873,ThermoWesSSK,170225,ThermoWesSSK_170225
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//180013-44957874.vcf.gz,180013-44957874,ThermoWesSSK,180013,ThermoWesSSK_180013
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190094-44826389.vcf.gz,190094-44826389,ThermoWesSSK,190094,ThermoWesSSK_190094
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190103-44826397.vcf.gz,190103-44826397,ThermoWesSSK,190103,ThermoWesSSK_190103
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190169-44826461.vcf.gz,190169-44826461,ThermoWesSSK,190169,ThermoWesSSK_190169
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190170-44826462.vcf.gz,190170-44826462,ThermoWesSSK,190170,ThermoWesSSK_190170
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190171-44826463.vcf.gz,190171-44826463,ThermoWesSSK,190171,ThermoWesSSK_190171
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190172-44826464.vcf.gz,190172-44826464,ThermoWesSSK,190172,ThermoWesSSK_190172
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190173-44826465.vcf.gz,190173-44826465,ThermoWesSSK,190173,ThermoWesSSK_190173
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190174-44826466.vcf.gz,190174-44826466,ThermoWesSSK,190174,ThermoWesSSK_190174
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190177-44826469.vcf.gz,190177-44826469,ThermoWesSSK,190177,ThermoWesSSK_190177
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190179-44826471.vcf.gz,190179-44826471,ThermoWesSSK,190179,ThermoWesSSK_190179
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190180-44826472.vcf.gz,190180-44826472,ThermoWesSSK,190180,ThermoWesSSK_190180
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190181-44826473.vcf.gz,190181-44826473,ThermoWesSSK,190181,ThermoWesSSK_190181
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190185-44826477.vcf.gz,190185-44826477,ThermoWesSSK,190185,ThermoWesSSK_190185
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190186-44826478.vcf.gz,190186-44826478,ThermoWesSSK,190186,ThermoWesSSK_190186
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190189-44826481.vcf.gz,190189-44826481,ThermoWesSSK,190189,ThermoWesSSK_190189
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190191-44826482.vcf.gz,190191-44826482,ThermoWesSSK,190191,ThermoWesSSK_190191
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190192-44826483.vcf.gz,190192-44826483,ThermoWesSSK,190192,ThermoWesSSK_190192
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190194-44826485.vcf.gz,190194-44826485,ThermoWesSSK,190194,ThermoWesSSK_190194
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190196-44826487.vcf.gz,190196-44826487,ThermoWesSSK,190196,ThermoWesSSK_190196
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190199-44826490.vcf.gz,190199-44826490,ThermoWesSSK,190199,ThermoWesSSK_190199
/blue/mateescu/gzayas97/For_UF/Skim_Seq/data/UF_SkimSeek/VCF//190200-44826491.vcf.gz,190200-44826491,ThermoWesSSK,190200,ThermoWesSSK_190200
